train_reviews,train_ratings
Convenient !!,4
Convenient Location,5
Enjoyable Stay,4
Great location,4
"Staff terrific, location good otherwise kind of average",3
Decent Experience,4
Most of the rooms smell !,1
Horrible!,1
The staff are wonderful!!!,5
Great Stay,5
Customer service needs improvemt,3
Ok for the price,3
Inexpensive and a good one night's rest,4
Excellent Experience Thanks to Ron!,5
5 Star Service,5
Beautiful hotel right next to Space Needle/Seattle Center,5
DISNEYLAND TRIP (REMODELED ROOMS),5
"Clean, comfortable and quiet.",3
Beautiful hotel!,4
Great Airport Hotel,5
Right next to the Arch,4
Excellent restaurant!!!,5
Hampton Gets it Right,5
Spacious and Comfy,5
San Diego Convention 2014,4
A very comfortable hotel,4
My favorite place to stay in Little Rock,5
Very Reasonable Family Hotel,4
"Decadent decor, expensive but good staff and location.",3
"Super value, great location, great price!",5
"Hilton Garden Inn, Orlando Airport",4
Cool different,4
Great hotel close to Disney Springs,5
Last minute reservations,5
"Good service, property a little tired",3
Oasis in the Valley,5
Board Meeting,5
great place to stay,4
Bad Experience,2
Quaint old hotel with lots of character and convenient location,4
fantastic Value for money,4
Relative quiet,5
Convenient times ten!,4
A Great Place for a Convention!,5
Never been to Seattle before.,5
Great Hampton,5
Old but good,4
Typical airport hotel,3
Wonderfully clean!,4
Fantastic Staff,5
Great hotel with great ammenties. Lousy customer service in bar areas,5
Anniversary,4
Great service and location,5
Nice as can be for a 3-star hotel,4
Home Away From Home,5
"There is no fridge, no microwave, no hanger. The safe isn't...",1
Unkempt,1
"WONDERFUL location, great room, great price",4
Excellent Weekend,5
Nice hotel,4
"Exceptional location, Starbucks store on first floor and extremely attentive staff.",5
"Bijoux, period hotel in a great location",5
"While overall I was very pleased with the experience, I had higher expectations",4
Ok,3
Great Place in Columbus,5
Great hotel!!!,5
Bugs and hot,1
Great location,3
My favorite,5
Excellent place to relax in the Sun,5
Great Stay,5
Great people - Not Great Property,3
A Place to Wind Down,5
Amazing Service by Myron the magnificent!!,5
Outstanding,5
Fun Trip to Barefoot Beach,5
Convenient comfortable great staff,5
"If you come to the Big Easy with a dog, this place is perfect!",4
How many ways can a hotel be bad,2
Great place!!,5
Not IN Bricktown. . . But not too far away.,3
premier... from the front door and beyond,5
Christmas time stay 2012,3
Most beautiful and unique hotel in the area,5
Beautiful hotel,5
Our Mingle,4
Crime Scene,2
Great Experience!,5
Okay,3
Disgusting!!,1
Southern hospitality at its best,5
A...MA.....ZING,5
Best Hotel in San Antonio,5
Pacific Terrace Hotel offers our Family everything we needed,5
Big Reaort,4
Perfect location,4
Wonderful Un-hotel,4
Shabby and outdated,1
"Flying out of St George, Utah",5
3 night stay,4
Very Clean,5
A pleasant enough hotel,3
Very nice hard to get in!,5
Very Spacious Rooms and Great Location!,5
Not My Idea of a Best Western Plus,3
Upscale accomodations,5
Family short vacation,5
"Good location, great staff.",4
Light sleepers do NOT come here,1
Best family vacation ever,5
"Fresh looking hotel, in a crowded industrial space",3
Home away from Home,5
Thought it would be better,1
Very convenient place to stay for conferences in WSCC,4
Great Value! All the comforts of home!,5
"Great location, good rates",4
Excellent place to stay while having business at the UW Madison Hospital,5
People have given this place bad reviews,4
Its onlty a facade,2
Small rooms.,4
Wonderful stay,5
Great staff and location but in need of upgrade,3
J.W. Marriott Buckhead is terrific,4
Excellent Historic Hotel Worth a trip!,5
Worst ever !!!!!!!!!!!!,1
Very nice hotel,4
Nice Place,5
Fabulous Bed and Breakfast,5
Nice Family Hotel,4
Phenomenal Hotel,5
not worth more than 65/night,2
SD Ho'olaule'a,4
Great Place at a Great Price...,5
Great service here!,4
Stay at Columbia River Gorge,4
"Nothing fancy, but satisfactory.",2
do not stay in a front room!,4
Loved it!,4
Run down but very comfy like staying with Granny,4
"Phenomenal Location, Clean hotel!",5
Don't ever stay here,1
Bugs,3
Comfy Stay in Bisbee,4
Sheneke is Amazing!,5
Thoroughly enjoyed our stay.,5
"Location, Location, Location",5
New Years Eve,5
Wonderful staff,4
Didn't stray far from what we expected.,5
Clean and Quiet with Great Staff,5
Lovely Hotel with Old-fashioned Service,5
"Nice Property, Average Residence Inn",3
Never again,2
Great place at great value,5
Don't stay here.,1
Sometimes you jut get what you pay for...,3
Great..home away from home!!!,4
Beautiful and Charming,5
Wonderful location,4
Loved this hotel!,5
Nice hotel for a short stay,4
Now that they charge for parking..over priced for location,3
"Despite its age, super staff facility!",5
Very helpful staff and convenient location,5
A must stay for the price,5
My new favorite place in Atlanta,5
Good location but needs a refresh,3
Unhappy Guest,1
Great experience and nice rooms,5
"Fun, quirky hotel with lots of personality!",4
"Amazing, Amazing, Amazing.",5
Inn by the Lake,5
Located on the beach,4
Changes being made,3
Boutique hotel in convenient location,3
Sweet Retreat,5
"Clean, spacious rooms. Great location!",3
Well worth a visit!,4
Fantastic Hotel,5
Insects,2
"It was a nice hotel, even though we had a few hiccups...",4
not as bad as other reviews,3
Great Stay!,5
"Good value, lacks amenities and comfort",4
Nice stay,4
Weekend Retreat,5
Great Stay!,5
Very comfortable place to be during the holiday.,4
Comfortable rooms right off 417 near Winter Park,4
Hotel Settles review,5
Hampton Inn Review Philadelphia International Airport,5
Very nice hotel well situated in New Orleans,4
Road Trip 2018,3
Girls' Weekend,5
"Unique hotel, fun and friendly!",5
One of the Nicest Renaissance's,4
Nice Place,5
Nice place,4
Awesome Hotel and Awesome Manager!!,5
Not recommended,2
Chicago Loop Downtown 28th and Franklin,5
Classy Comfort and Convenience,5
Awesome Breakfast,5
Accomations,4
Good hotel but be very CAREFUL!!!,1
"Last minute pick, worked out great",4
Excellent location!,4
exactly what we needed,5
Week End Visit,4
Business/vacation,5
"Quiet, Yet Close to Disney",4
A great place to stay and dine on the beach of South Lake Tahoe,5
Memorable Weekend on the Beach,5
"Beautiful, friendly place to stay",5
Amazing value and quality,5
A piece of heaven!,5
The Right Location and the Right Price,5
Great views and location,4
A GEM in the already-gorgeous crown that is Ocean Beach,5
"Perfect location, great hotel!",5
Awesome stay!,5
Great Hotel!,5
Second Perfect Stay Here,5
Great getaway!,4
"Excellent location, fantastic service",5
Wonderful Boutique Hotel Near Union Square,5
A great little boutique hotel!,4
Breakfast,3
Clean Rooms,4
Close to Universal and helpful staff,5
Wow!,5
Goodnightsleep,4
Superb accommodations for great price,5
Very nice and wonderful staff,5
Excellent Place,4
Nice Rooms,5
Spontaneous Stay,4
Bruce Lee Lives,5
Great Hotel,5
Close Quarters,3
very good,4
Oct 2016 Business Trip,5
Family vacation,5
Suntrust Business Training,5
Was even more beautiful in person!,5
TV out of date,4
Good hotel ....,4
Good value,5
efficient digs in middle of downtown ATL,5
Anniversary overnight staycation,5
Great,5
Reasonably priced great hotel in Seattle,5
Quiet Hotel near Union Square,5
Excellent hotel for Downtown Miami,5
Great Location,3
Best place to stay,5
"Great location, great amenities",5
great view,4
Excellent hotel - great value,5
Bad Night's Sleep,2
Old but worth staying,4
Will look for Aloft in the future,5
"Nice hotel, easy to find location!",4
Horrible and tacky,1
lovely b and b with victorian charm in big city!,4
Worth a weekend,4
Great boutique hotel!,4
Though I'd occupied the room just 12 hrs. I found it excellently prepared,5
Evening social,2
Love This Hotel!,5
Hilton Garden Inn Tampa East,5
Dark and Dreary,3
Terrible,1
Solid hotel choice,4
One of My Favorites In Atlanta,5
"VERY HELPFUL, and ACCOMMODATING",4
Nice Clean Place to Stay Near Orlando Airport,4
Convenient Seattle Gem,5
Less than 1 star!,1
"expensive, but excellent quality...highly recommend",4
Very nice Hampton,4
"clean beds,freindly staff",3
If this is your first time in Seattle...this is the place!!!,5
Beautiful Hotel on the water.,5
Walk To Angel Stadium,3
Worth the money and would stay again,4
"Nice stay, friendly staff",3
Great Staff,4
"Very Dirty, Very Disappointing",1
horrible noise,1
LOUSY HOTEL!!! DON'T STAY HERE!!!,1
Good option on Bourbon Street,3
Hampton,4
Great location,5
"Characteristic, well-located value for money",4
The Pearl staff knows service,5
Classic small hotel in a great location,4
"Off of freeway close to city center, easy to find",5
Older Motel,3
Recent renovations,4
Nice position for a city break,5
"You get, what you pay for.",2
Great place close to aiport,4
Worst place I've every stayed in,1
Great hotel,5
YOU WONT BE DISAPPOINTED,5
Painful Staff - Please stay at one of the other Marriott properties downtown!,1
Excellent Location to walk the city or shop-Hidden Gem!,4
Great respite!,5
"Nice hotel, close to downtown",4
"Decent Value, but you get what you pay for",3
A bit inconsistent,3
Excellent,5
a pleasant surprise,4
"Clean, friendly, great location!!!",5
Great place to stay,5
Free Parking and Conveniently Located,4
Don't tell too many people or we won't be able to re-book!,5
Quick stop,5
Could have been outstanding,3
Parking should be included,4
Antiquated but Adorable,4
Great location,3
Loved it!,5
Great stay!,5
A+ customer service,4
Excellent!,5
Great places to stay to explore the area,5
Awsome View - Super Clean Room!!,5
"Corporate, yes, but it was very pleasant",4
Spring Break Gem,4
Wonderful place to stay,5
Old and Average Hotel on Route 66,3
November stay,4
Had a great stay,5
Convenient hotel for business meeting,5
FREE JOYRIDE AT RITZ!!,1
Plush hotel conveniently located by the convention center downtown.,5
Great place to stay!,4
Beautiful hotel,5
"Nice place, but would do the trip differently",4
Wonderful BB in lovely Corrales,5
How did this place pass health inspections HELP !!!,1
Great lovation,4
Nice place to stay,5
Improvement noted,4
Business visit,4
Amazing,5
"Excellent location, good quality and value for money",4
Horrendous service and unsafe,1
Lackluster performance in what used to be my favorite stay in Miami,3
From 5 stars to 1 star How can this be,1
clean and quiet,5
"Clean, comfortable room and really great, super nice staff",4
Business trip,4
nothing special,3
Pleasant Convenient,4
A wonderful secret,5
Great Place To Stay,5
Good Job,5
Great hotel,4
"Fabulous, Private, Comfortable!!!!",5
Dover Garden Suites is AMAZING!,5
SUPER!!!!!,5
Business conference/stays,5
Pros and Cons,4
OK hotel,3
"Great staff, great stay",5
Economical-just don't partake in the Breakfast,3
Nicely Remodeled,4
Great value in a good location,4
Flawless Visit,5
Beautiful setting.,5
Great Time Away!,5
Can't Wait to Go Back Again!,5
Not bad...,3
Good location to a few of the museums,4
Average hotel,3
Disappointing,3
Awesome staff. Cool building and great location,4
Great visit,5
Wonderful stay,5
They charged me twice!,1
Awesome Place to Stay!,5
Excellent for both business and pleasure,5
Great Hotel,5
Great hotel!,5
Dirty rooms and unprofessional staff,2
Great hotel!!!,5
Home Away from Home,5
Great rest and relax,5
Pricey and..,3
Modern clean hotel with a few exceptions,4
All Entry Ways Accessible,3
Gojet Airlines,5
Clean comfortable hotel in great location,4
Very noisy stay,2
On my way,4
Great place to stay.,5
"Good value, older hotel",3
Great location and comfortable rooms,5
overall very good,4
Good hotel near Scottish Rite,5
Great value in downtown Miami,5
Decent. Staff was great. Some issues.,3
Highly recommend!!!,5
Perfect for a large group!,4
Can't beat that!,5
Great Staff,4
Great Escape,4
Get here now! Prices will rise,4
The best place to stay in PHL by far!,5
Best value,5
Lovely hotel with small rooms,5
Great Service/uncomfortable bed,4
A quaint hotel definitely returning to the St. James!,5
Great location!,4
"charming, quiet",5
Great Boutique Getaway!,5
Clean Quiet,5
Visiting San Diego/Balboa Park,3
"Off the beaten path, but EXCELLENT HOTEL to stay while at WDW",4
Our first time here....why'd it take us so long,5
"Adequate Hotel, Fair Price",3
another Birthday Trip,5
10 minutes from everything w/out going BROKE!,5
Awesome trip!,5
Interesting and fun hotel to stay at,4
"Super clean, plenty of parking, safe and quiet.The big...",5
Just didn't work out well,1
Romantic suite,5
"Good hotel,great staff",4
Very helpful hotel,5
Great Hotel!,5
Christmas with Family,3
Would Stay Again,4
Great Location for everything Louisville,4
Great overall stay for a quick trip to Miami,5
Couldnt be any happier,5
A very convenient and nice place,4
Nice place,3
Beautiful,5
Bad,1
Great Hotel if you visit Fresno or Clovis Area,5
"Great location, quirky layout",3
Would stay here again- good value in New Orleans,5
Clean and very friendly staff,5
"Wonderful final room, but check-in service was lacking",4
It's OK.,4
Jinxed at Hyatt Place,2
so nice and grreat view,5
Pre and Post Alaskan cruise,3
Great Stay,4
Terrific experience,5
Rustic elegance in Cook Forest,5
Dirtiest and nastiest hotel,1
Still very good,4
Worth the money,5
Good enough,2
Okay Hotel Experience,4
Awesome,5
Not So Suite,3
A great base,5
Great Place to Stay,5
Comfortable lodging close to the airport,5
Lovely Stay,5
"Nice house, nice view",5
Very nice and comfortable,5
Day trip getaway,5
Nice place to stay!,4
EXCELENTE OPCION PARA VISITAR SAN DIEGO,5
Best hotel in Chicago!,5
Great location,4
A solid HGI,4
Great Locale for Braves Game,4
Amazing Hotel,5
Quiet and Cute!,4
Bad Check In Experience,3
Great quiet place in great location.,4
Home away from Home,4
Bad stench in Bathroom,3
Over night stay,3
Convenient hotel with excellent service,4
I want to go back!,5
Lovely hotel accessible to everything in Waikiki,5
Close to Disneyland clean and updated,5
Our 33rd honeymoon!,5
Awesome Stay!,5
Better,4
Another enjoyable stay!,5
Great Resort,5
It was bad to stay there,2
Loved it!,5
FANTASTIC STAY,5
Most unique hotel ever!,5
Can't believe we paid this much for a room here!,1
Key West's BEST kept secret!,5
Simply perfect!,5
Great Place,5
Very Poor,2
Girls trip for birthday,5
Excellent boutique hotel in great location,5
Great stay at Hyatt,5
Small and Adorable,4
Can take it for one night but thats it.,3
Slice of Paradise,5
Great Place in the Garden District right on St. Charles Avenue,5
"Older hotel, Smelly room, Slow internet, Old TVs, out of breakfast...",2
Beautiful Art Deco Boutique Hotel,5
Not Impressed - I Killed A Scorpion in my Room,2
Definitely not worth the money.,1
Great Stay,5
COULD NOT HAVE ASKED FOR BETTER,5
Great location!,4
Top notch,5
Worst JW Marriott,1
Great Hotel!,5
San Francisco Fave!,5
Another Great Stay in Miami at the Mandarin Oriental,5
You get a lot for your bucks,4
Fabulous hotel!!,5
"Location, Location, Location!!",5
Convenient,4
"Nice, quiet stay",5
Not really handicapped accessible,4
Highly Recommended,5
Guest,2
OK for an overnight,3
Good location to visit San Francisco,3
Top Notch Start To Finish,5
"Weekend getaway in Chincoteague, Va.",5
"Just what we needed, just right",4
The only place we'll stay in La Jolla,5
Worst Hampton Inn Experience,1
Felt like home,5
Great Honolulu transit hotel and base,4
Nothing special,3
Nice hotel for the price,4
Getaway for Hubby and Me!,5
"Nice, clean, and very roomy hotel!",5
"Nice Hotel, Comfortable Vibe",4
"It's nice for what it is, but not for us",2
'Bout what you should expect,3
Friendly,4
Overall 4 star,4
Great location! Great hotel!,5
Best hotel I have stayed in,5
"satisfactory rooms, nothing special. convenient to LSU campus",3
Great!,5
Best hotel ever!,5
PERFECT for Bachelorette Party weekend celebration,5
Great stay at the Hampton Inn!,5
DO NOT BOOK ONLINE!!!!,1
Best Western Mission Bay,3
Very good stay,5
RESIDENCE INN SEATTLE LAKE UNION AN EXCELLENT HOTEL,5
"Great location, flexible and friendly staff",5
Great Hotel in perfect location!,4
Suuuuper relaxing peaceful,5
Great spot on the edge of the Quarter,4
difficult parking and noisy,2
Cramped in Del Mar,3
The front desk clerks made this stay very good!,4
Fun and warm staff,5
The ONE and ONLY hotel to stay in Miami,5
Springfield Hampron,4
"Old, dirty, not too pricy",2
Great Location! Great Price!,5
Beautiful property,4
Great but,4
Helped to arrange and attended a relexology conference at the hotel,5
Nice stay in San Diego,4
Good enough place to stay in Moab,4
Great atmosphere and staff!,5
Great overnight Stay,5
Honolulu in November,4
Value worthy luxurious hotel!,4
Out stay at Hilton Garden Inn Orlando,5
pleasant stay,4
Best for families,4
Hotel is getting worn and has poor customer service with attitude,2
Great stop!,5
My Gold Standard among Hampton Inns,5
Automatic Upgrade,5
Good value,4
Comes as advertised....and more,5
NOLA Best Western,3
Sequim photo shoot,4
Fairfieild Inn Suites,4
A typical Springhill - nothing special,3
Dont expect much for the odor.,1
Impressive hospitality,5
They forgot my wakeup call,3
Below Expectations,2
Wonderful Stay,5
Perfectly old fashioned!,5
Third and last!,1
Best in Marshall,5
Great Location and Great Staff,5
Home a way from home,5
Great Stay,5
Best Western Battle Creek - Best in the area,5
Holiday Stay,5
Dallas TEXAS! We read about it and HERE WE ARE!!! And it IS a Best Western!,4
Excellent stay in Buckhead,5
Superb customer service!,5
"Great stay in Roanoke,",5
Great hotel!,4
Cool,4
"GREAT, Mid-Century Modern Vacation Condo Complex--Central Location",5
Friendly but nothing special,2
Big Improvement,5
perfect!,5
Could not enjoy ameneties,1
Excellent Hotel,5
"very helpful staff, clean rooms and great location.",5
Fantastic stay,5
Lovely stay on Everett Street,5
Enjoyed our stay,4
wheelchair accessible rooms and transportation,4
Great Place to Stay,5
Great Vacation Hotel and Spa,5
Best hotel by far!!!!,5
Website Misleading and Not Guest Friendly,1
Best Trip Ever,5
Comfy stay,5
"A personable, relaxing escape from the world!",5
Hotel stay,5
Best home away from home in Florida,5
Best Customer Service,5
Great place for the family,4
Birthday Memories,5
Very convenient. Excellent location,5
Loved the room,5
Best hotel stay ever,5
Not too bad...,3
Great service and conveniently located,5
Great location,4
Pleasantly Surprised,4
Very Comfortable and Convenient,5
CO trip 2015,4
The rumors are true,1
Great location,5
"Great Hotel, Excellent Staff, and Awesome View!",5
Great stay,5
Very nice overall,5
Good Value,4
Won't stay again,1
Great value,4
1 word. WONDERFUL,5
Good Location--however Construction,3
Great Affordable Hotel,4
Your room will never be cleaned,1
Luxury in the Midst of Nature,5
Beautiful hotel!,5
Nothing fancy but meets the needs,3
I love this hotel!!,5
Top notch,5
Great Location and Spacious Hotel Rooms,5
Tombstone Budget host Inn,4
Great location,5
Would go back in a minute,5
"Worked fine, pros and cons, but good location and friendly",3
Wonderful family vacation,5
Great Location,4
NOT VERY HAPPY,1
Weekend in San Fran,5
Great Hotel at Fisherman's Wharf,5
Love this place.,5
Bourbon Street delight or horror,2
Very nice place to stay.,5
"Great room, steamy Jacuzzi, close to everything!",5
Enjoyable Stay!,4
Cheerful and good value.,4
Good location for a short stay,3
Needs to be renovated!,1
Remains the Best Place in St Germain,5
The best in town!,5
Maravilloso! Impecable! Increble!,5
"Great location, superb service. Rooms very small but well done",4
Outdated but clean and reasonably priced.,4
Drunken slum of a hostel,1
The perfect beach experience!,5
Ramada Limited San Diego,4
Great experience,5
Pi Beta Phi Father's weekend!!,5
Friendliness In A Strange Town At It's Best!!!,5
Seattle Excellence,5
5 Star all the way,5
And they were deceived.... We picked...,3
Depending on what you are looking for...,4
Westin Nanea Ocean Villas fantastic stay,5
Outstanding,5
Definitely Recommend,4
Handy for the airport,4
Great hotel,4
safe haven,3
Not Downtown Near the Needle,5
Honest Staff!,4
Nice but no prize,3
"Low cost hotel, really convenient",4
Good place to stay in Rancho Bernardo,4
Awful service,1
Solid stay,4
First Experience hotel in the US,4
Nice and clean,5
Special and amazing place!,5
"Outstanding Hotel, Staff and Location",5
Easily accessible via public transportation and fulfilling breakfasts!,4
Very nice hotel with friendly staff,4
"Wonderful Stay, Value for money",5
Maybe not the BEST Best Western,3
Great Hotel!,4
Great location,4
Starting to show wear,3
Goods and bad,4
Great location,3
OK for an overnight,3
Rooms are entered from outside!,2
Good place to stay,5
Very convenient. Excellent location,5
Wyndham Suites,5
Trendy New Hotel,4
Working Weekend,5
Good night stay,3
A comfy night at Highland Inn,4
"Great location, friendly staff, but room facing the street was noisy",4
Best kept secret,5
Perfect,5
Excellent experience -3 day stay,5
Great getaway,5
Excellent hotel overall with an Internet issue,4
Mixed bag review is due,4
Nice property - centrally located,5
Good location,3
"Nice Clean, Very Hospitible, Private Gated Parking and Trolley Stops Right In Front",5
Nice Hotel with super beds but thin walls housekeeping make it 3 stars,3
Exceeding Expectations,5
Pleasant and reliable midrange hotel,4
Miami airport accomodation,4
Friendliness staff I've encountered in a LONG time.,5
Jan Ragains,5
Fine Spot to Say in Fayetteville,4
Adorably Quaint and Centrally Located!,5
VERY DISAPPOINTED!,1
The Aloha spirit continues at this fine property,5
GREAT FOOD AND FUN.,5
great stay,5
"Nice, Spacious + Clean",4
Acceptable Mediocrity,3
Affordable Stay,3
LARGE riverside cabins and lodging,5
Great boutique hotel in great location,5
Guest,5
JoEllen,5
Pleasant Stay,4
Specify a quiet room,4
Best hotel almost like home,5
great improvements since last visit,4
Great Location,4
Got Everything,5
Love this Hotel,4
The BEST place to stay !!!!,5
Nice but...,3
good value motel,4
Excellent stay at the top of the French Quarter,5
Friendly and just right!,4
Only accolades,5
Well-run boutique hotel in downtown Seattle,4
We would stay here again,5
"RE: Best Western Plus Abbey Inn, St. George UT",5
Great Hotel. Great Service,5
Just OK,3
Really nice hotel with a decadent decor,4
Great start to a great stay,5
A night for romance,5
Excellent,5
It serves it's intended purpose,3
Excellent!,5
Beautiful patio with pool and palm trees for breakfast and swimming.,4
Met expectations. Very happy with stay.,5
"Very good hotel, great location",4
It's what you pay for,3
Relaxing !!!,5
Nice,3
Our Stay,4
"OK quality, great price, I'd stay again",3
Wonderful Hotel,4
wonderful,5
Great stay in a superb hotel,5
Had a blast,5
maikel joosten,5
High End SF Hotel,5
Best Western Park Crest-Monterey,5
We enjoyed this place,5
save me a room,5
Exceptional Hotel,5
VERY COMFORTABLE BED PILLOWS,4
I enjoyed my stay!,5
Best service and food we've ever had,5
Very Nice and Well Maintained,5
Great experience overall,5
"It COULD be a 5, but...",4
great place to stay,5
Great but expensive,4
Great Location,4
Never lets you down!,5
The Annex at The Chelsa,5
Not a fussy traveller... but would NEVER return here,1
Great Staff!! Great Price!!,4
"Reasonably priced, honest personnel",5
Lower your expectations and you may enjoy your stay....,1
Best kept secret,4
Labor Day Weekend,5
GREAT for the ballgame,4
Loved it,5
Great place for a no frills stay,4
Personal,5
Low quality customer service and dated hotel,2
Perfection. With just a minor inconvenience,5
Business trip,4
4th year visiting - excellent,4
Just ok,3
Great Place to lay your head!,4
No sleep in San Diego,1
You get what you pay for,1
Servicio regular,3
Could be very good but..................,3
Wonderful vacation,5
Management ripped us off,1
Beautiful Modern Upscale Hotel,5
Almost 5 Stars,4
Philly Airport,4
Good stay,4
This place is the real deal,4
boutique hotel inside MadalayBay complex - better choice for non gamblers,5
Love this motel!!,5
Customer service,3
"Location, amenities, and great service!",5
Cool old historic building,5
Central San Francisco,5
Good value for a family vacation,4
Overnight stay,5
Perfect location,5
Skip this place,1
Sheik Getaway,5
Pay the extra money for a decent room somewhere else.,1
Avoid this place,2
Well worth the price!,4
The WORST Customer Manager Service EVER!,1
"Welcoming, accommodating, and so convenient",5
Very Helpful! Will definitely stay again!!,5
Good choice,5
Can't wait to return!,5
"Great Atlanta hotel, missing the bar",4
Good Quality Hotel in Convenient Location,5
Better than home.,5
"Quiet,comfortable cottage in a beautiful setting",5
"Nice, expecting renovations soon",3
"Decent, glad I was only there for just 1 night.",3
Does not live up to its reputation,1
Location Location,3
The Best Hotel Down Town,5
Wouldn't stay here again.,3
Happy Birthday to me!,5
A highly respected refuge in Boston for the discerning traveller,5
THE BEST PLACE TO STAY IN BIRMINGHAM!,5
"Decent Location, Worn Rooms, Inconsistent Staffing",3
A Little Disappointed,4
Unique hotel by Fisherman's Wharf,5
Great location,5
a warm and friendly place to stay,5
Great hotel for the Perry Dog Show Cluster,4
Won't be back,2
Weekend Getaway,4
A Hop Away from Universal,4
Time to close the Waterfront,2
Great Hotel,5
Beyond Terrible,1
My Stay,4
"Location, Location, Location!!",5
Good airport hotel,4
Ritz on the park,5
"Nice, clean comfortable hotel with 24 hour pool and spa",4
Excellent Stay,5
Great Value!,5
Very nice motel,5
Work trip,4
A real gem,5
Decent hotel,4
"Perfect Location, Renovated, Quiet!",5
Great place with a wonderful view,5
Not so Grand,1
Toilet floor level,3
Good place to stay,4
Atrocious,1
Wonderfully cozy hostel,4
*wonderful place*,5
"Don't have high expectations, and you'll be fine",3
Good clean hotel,4
Everything you need,5
Hotel Emma,5
A solid hotel but not great.,3
A night at Busch Stadium,4
5th anniversary get awat,5
Had a good stay,5
Beautiful surroundings,5
Hotel diva,5
Amazing staff,5
Good stay,4
Leisure stay in Mt. Vernon,5
Enjoy the city elsewhere,2
Location. Nothing more.,3
Excellent Stay!!,5
"Amazing views, amazing service!",5
"Wonderful location, Pretty hotel",4
An awesome concept of connecting two hotels with one lobby,5
"Average hotel, good location.",3
Smelly but ideal location,3
Day of Relaxation,4
There are many better options in San Diego,2
Only 1 night,4
Gold Membership Not Fully Recognized Here,4
Magical stay,5
Lovely,5
Older Hotel But Clean and Good Service,4
Enjoyed our stay,5
"Location, Rooms +Amenities solid mid level option",4
Its ok for the price,4
Good enough,3
Good Business Hotel,4
Worst homeless in the alley ever,1
Never more,2
Great Hotel,5
Great Value,5
Great value and friendly staff,4
Very good for the price,4
Great 5 star hotel,5
Perfect location to Six Flags!,4
Very nice motel with a perfect location to DL!,4
Not recommended!,2
Convenient property very close to OHare,4
Great Visit!,4
"Great location, helpful staff, good value",4
Pass this hotel up for something nicer,2
Excellent value!,5
charming french quarter hotel,5
"fantastic hotel, great location",5
We would this hotel to anyone visiting San Francisco.,4
2 excellent night stays,5
Pleasantly Surprised,4
Restful night after July 4th celebration.,4
Excellent Hotel,5
Solid Option,4
"Great location, great service",4
"Quiet, private, peaceful",5
Idyllic Riverside Retreat,5
Dated,3
Great staff and spacious rooms. Maintained very well.,5
Unique and convenient hotel,4
Good but not an impressive 5 stars hotel.,4
A VERY DISAPPOINTING TRIP,1
Okay for a few day trip,4
"So good, we had to come back",5
"Beautiful Art Deco Building, Great Loop Location",4
STL Trip,5
perfect place,5
3 day break,5
Boutique at its best!,5
STAY FAR AWAY (unless you need a Hook-up),2
Looks good on a picture,2
Wonderful stay,5
Wonderful place to stay,5
Business trip,4
Very Enjoyable!,5
Incredibly Disappointing,1
Good Hotel,4
Nice staff!,5
Great hotel!,5
Great for families with toddlers,4
Under Massive Renovation!,2
Make sure you ask of the room has a WINDOW,2
Good hotel for business travel,3
Would not stay at motel again,2
Reasonable price with good location,3
One night stay,4
"Nice property and quality staff, but changing management 2Q15",4
Hyatt at The Bellevue,5
Atv rental rides,5
Diva-licious!,5
"Nice Hotel,Good Value",4
New Sidney favorite,5
Trendy place right in the middle of the action!!!,5
Event destination,5
Very restful,5
"The hotel was nice, it was in a nice area down the street...",2
clean but noisey,3
Share your room with roach or bug,2
Clean Comfy,5
Worst Hotel I have ever stayed in and NOT SAFE!,1
Amazing experience,5
Great Hotel,5
Great value/great location,4
Fits the bill,5
Excellent stay,5
This place has serious AC issues,2
Very Impressed,5
Great Friendly Staff and Convenient Location,4
Renovated but not as advertised.,1
Staff was more than GREAT,4
"Great Place, Great Friendly Staff Adorable Comfortable Rooms!!",5
Great location,5
A GOOD NIGHT'S SLEEP,5
good,4
A Night to Remember,5
Nice stay,4
Do not stay here!,2
Awesome location and Staff,5
Clean and quiet,5
Nice I-4 Homewood Suites,5
"Great Location, Great Value",4
"Love this place! Clean, quiet, boutique, great value",5
"Nice place, reasonable price.",5
A peaceful place to unwind with accommodating hosts.,5
"Fantastic service, Staff and rooms ultra clean",5
Great economy room and a pool!,5
Hotel stay,1
Pleasing return visit as expected.,4
Seattle Excellence,5
"Good, but could've been better",4
"Excellent location, great place to stay",5
Wonderful stay,5
Great place to stay,5
Convenient location,4
REcent stay,4
Excellent Hotel,5
Atlanta adventure,4
Great place in the city,4
Great and affordable option in Napa!,5
Great if you are a DIYer on vacation,3
great location,4
Great Stay!,5
Nice property,5
Feels like Europe,5
"Comfortable, quiet, clean",5
November trip to LA,5
perfect with a little work,4
Enjoyed Our Stay!,4
Luxury close the Convention Center.,5
Great experience!,5
Great Place,4
One of the Best!,5
One Year Anniversary,5
"Great location, room, and price",5
Good Stay Mothersday weekend not crowded,4
Business trip review,4
Pre-Cruise stay,5
Two Night Stay,4
A good deal.,4
Met our needs,4
Over the moon in Miami,5
Exactly what I expected!,4
Great value,4
"Nice hotel, good service-- problem with Private events",4
Fantastic Hotel.....only let down by the staff,3
Very Pleased,5
Highly enjoyable stay,5
Everything about what you would expect for a Hampton Inn,4
